chr	pos	depth
17	37864816	55023
17	37864817	55023
17	37864818	55023
17	37864819	55022
17	37864820	55022
17	37864821	55022
17	37864822	55022
17	37864823	55022
17	37864824	55022
17	37864825	55022
17	37864826	55022
17	37864827	55022
17	37864828	55022
17	37864829	55021
17	37864830	55021
17	37864831	55021
17	37864832	55021
17	37864833	55021
17	37864834	55021
17	37864835	55021
17	37864836	55021
17	37864837	55021
17	37864838	55021
17	37864839	55021
17	37864840	55018
17	37864841	55018
17	37864842	55007
17	37864843	54980
17	37864844	54975
17	37864845	54975
17	37864846	54975
17	37864847	54975
17	37864848	54953
17	37864849	27516
17	37864850	27514
17	37864851	27514
17	37864852	27514
17	37864853	27514
17	37864854	27514
17	37864855	27514
17	37864856	27513
17	37864857	27512
17	37864858	27511
17	37866005	101254
17	37866006	101255
17	37866007	101255
17	37866008	101255
17	37866009	101255
17	37866010	101255
17	37866011	101255
17	37866012	101256
17	37866013	101256
17	37866014	101256
17	37866015	101256
17	37866016	101256
17	37866017	101256
17	37866018	101256
17	37866019	101256
17	37866020	101256
17	37866021	101256
17	37866022	101256
17	37866023	101256
17	37866024	101256
17	37866025	101256
17	37866026	101255
17	37866027	101255
17	37866028	101254
17	37866029	101254
17	37866030	101254
17	37866031	101275
17	37866032	101275
17	37866033	101275
17	37866034	101275
17	37866035	101275
17	37866036	101275
17	37866037	101275
17	37866038	101275
17	37866039	101275
17	37866040	101275
17	37866041	101275
17	37866042	101296
17	37866043	101296
17	37866044	101296
17	37866045	101296
17	37866046	101296
17	37866047	101296
17	37866048	101296
17	37866049	101296
17	37866050	101296
17	37866051	101296
17	37866052	101296
17	37866053	101296
17	37866054	101296
17	37866055	101296
17	37866056	101296
17	37866057	101296
17	37866058	101296
17	37866059	101296
17	37866060	101296
17	37866061	101296
17	37866062	101296
17	37866063	101296
17	37866064	101296
17	37866065	101296
17	37866066	101296
17	37866067	101296
17	37866068	101296
17	37866069	101296
17	37866070	101296
17	37866071	101296
17	37866072	101296
17	37866073	101296
17	37866074	101296
17	37866075	101296
17	37866076	101296
17	37866077	101296
17	37866078	101296
17	37866079	101296
17	37866080	101296
17	37866081	101296
17	37866082	101296
17	37866083	101296
17	37866084	101296
17	37866085	101296
17	37866086	101296
17	37866087	101296
17	37866088	101296
17	37866089	101296
17	37866090	101296
17	37866091	101296
17	37866092	101296
17	37866093	101296
17	37866094	101296
17	37866095	101296
17	37866096	101296
17	37866097	101296
17	37866098	101296
17	37866099	101296
17	37866100	101296
17	37866101	101296
17	37866102	101296
17	37866103	101296
17	37866104	101296
17	37866105	101296
17	37866106	101296
17	37866107	101295
17	37880966	64324
17	37880967	64335
17	37880968	64336
17	37880969	64337
17	37880970	64337
17	37880971	64338
17	37880972	64338
17	37880973	64334
17	37880974	64338
17	37880975	64338
17	37880976	64338
17	37880977	64338
17	37880978	64338
17	37880979	64338
17	37880980	64338
17	37880981	64338
17	37880982	64338
17	37880983	64342
17	37880984	64342
17	37880985	64342
17	37880986	64342
17	37880987	64342
17	37880988	64342
17	37880989	64342
17	37880990	64342
17	37880991	64342
17	37880992	64342
17	37880993	64342
17	37880994	64342
17	37880995	64342
17	37880996	64342
17	37880997	64342
17	37880998	64342
17	37880999	64342
17	37881000	64342
17	37881001	64342
17	37881002	64342
17	37881003	64342
17	37881004	64342
17	37881005	64342
17	37881006	64342
17	37881007	64342
17	37881008	64342
17	37881009	64342
17	37881010	64342
17	37881011	64342
17	37881012	64342
17	37881013	64342
17	37881014	64342
17	37881015	64342
17	37881016	64342
17	37881017	64342
17	37881018	64342
17	37881019	64342
17	37881020	64342
17	37881021	64342
17	37881022	64342
17	37881023	64342
17	37881024	64342
17	37881025	64342
17	37881026	64342
17	37881027	64342
17	37881028	64342
17	37881029	64342
17	37881030	64342
17	37881031	64342
17	37881032	64342
17	37881033	64342
17	37881034	64342
17	37881035	64342
17	37881036	64342
17	37881037	64342
17	37881038	64342
17	37881039	64342
17	37881040	64342
17	37881041	64342
17	37881042	64342
17	37881043	64342
17	37881044	64342
17	37881045	64342
17	37881046	64342
17	37881047	64342
17	37881048	64342
17	37881049	64342
17	37881050	64342
17	37881051	64341
17	37881052	64341
17	37881053	64341
17	37881054	64341
17	37881055	64341
17	37881056	64341
17	37881057	64341
17	37881058	64340
17	37881059	64340
17	37881060	64340
17	37881061	64340
17	37881062	64340
17	37881063	64340
17	37881064	64340
17	37881065	64340
17	37881066	64340
17	37881067	64340
17	37881068	64340
17	37881069	64340
17	37881070	64340
17	37881071	64340
17	37881072	64340
17	37881073	64340
17	37881074	64340
17	37881075	64340
17	37881076	64340
17	37881077	64340
17	37881078	64340
17	37881079	64340
17	37881080	64337
17	37881081	64336
17	37881082	64335
17	37881083	64334
17	37881084	64334
17	37881085	64317
17	37881086	32219
17	37881435	60632
17	37881436	60635
17	37881437	60639
17	37881438	60639
17	37881439	60639
17	37881440	60640
17	37881441	60640
17	37881442	60640
17	37881443	60640
17	37881444	60640
17	37881445	60640
17	37881446	60640
17	37881447	60640
17	37881448	60641
17	37881449	60643
17	37881450	60646
17	37881451	60646
17	37881452	60646
17	37881453	60646
17	37881454	60646
17	37881455	60646
17	37881456	60646
17	37881457	60646
17	37881458	60646
17	37881459	60646
17	37881460	60646
17	37881461	60646
17	37881462	60646
17	37881463	60646
17	37881464	60646
17	37881465	60646
17	37881466	60646
17	37881467	60646
17	37881468	60646
17	37881469	60646
17	37881470	60646
17	37881471	60646
17	37881472	60646
17	37881473	60646
17	37881474	60646
17	37881475	60646
17	37881476	60646
17	37881477	60646
17	37881478	60646
17	37881479	60646
17	37881480	60646
17	37881481	60646
17	37881482	60646
17	37881483	60646
17	37881484	60646
17	37881485	60646
17	37881486	60646
17	37881487	60646
17	37881488	60646
17	37881489	60646
17	37881490	60646
17	37881491	60646
17	37881492	60646
17	37881493	60646
17	37881494	60646
17	37881495	60646
17	37881496	60646
17	37881497	60646
17	37881498	60646
17	37881499	60642
17	37881500	60642
17	37881501	60642
17	37881502	60642
17	37881503	60642
17	37881504	60642
17	37881505	60642
17	37881506	60642
17	37881507	60642
17	37881508	60642
17	37881509	60642
17	37881510	60642
17	37881511	60642
17	37881512	60642
17	37881513	60642
17	37881514	60642
17	37881515	60641
17	37881516	60641
17	37881517	60641
17	37881518	60641
17	37881519	60641
17	37881520	60641
17	37881521	60641
17	37881522	60641
17	37881523	60641
17	37881524	60641
17	37881525	60641
17	37881526	60641
17	37881527	60641
17	37881528	60641
17	37881529	60643
17	37881530	60643
17	37881531	60643
17	37881532	60643
17	37881533	60643
17	37881534	60643
17	37881535	60642
17	37881536	60642
17	37881537	60641
17	42960937	9860
17	42960938	9860
17	42960939	9860
17	42960940	9860
17	42960941	9861
17	42960942	9861
17	42960943	9861
17	42960944	9861
17	42960945	9861
17	42960946	9861
17	42960947	9861
17	42960948	9861
17	42960949	9861
17	42960950	9861
17	42960951	9861
17	42960952	9861
17	42960953	9861
17	42960954	9861
17	42960955	9862
17	42960956	9862
17	42960957	9862
17	42960958	9862
17	42960959	9862
17	42960960	9862
17	42960961	9862
17	42960962	9862
17	42960963	9863
17	42960964	9863
17	42960965	9863
17	42960966	9863
17	42960967	9863
17	42960968	9863
17	42960969	9863
17	42960970	9863
17	42960971	9864
17	42960972	9864
17	42960973	9864
17	42960974	9864
17	42960975	9864
17	42960976	9864
17	42960977	9864
17	42960978	9864
17	42960979	9864
17	42960980	9864
17	42960981	9864
17	42960982	9864
17	42960983	9864
17	42960984	9864
17	42960985	9864
17	42960986	9864
17	42960987	9864
17	42960988	9864
17	42960989	9864
17	42960990	9864
17	42960991	9864
17	42960992	9864
17	42960993	9864
17	42960994	9864
17	42960995	9864
17	42960996	9864
17	42960997	9864
17	42960998	9864
17	42960999	9864
17	42961000	9864
17	42961001	9864
17	42961002	9864
17	42961003	9864
17	42961004	9864
17	42961005	9864
17	42961006	9864
17	42961007	9864
17	42961008	9864
17	42961009	9864
17	42961010	9864
17	42961011	9864
17	42961012	9864
17	42961013	9864
17	42961014	9864
17	42961015	9864
17	42961016	9864
17	42961017	9864
17	42961018	9864
17	42961019	9864
17	42961020	9864
17	42961021	9864
17	42961022	9864
17	42961023	9864
17	42961024	9864
17	42961025	9864
17	42961026	9864
17	42961027	9864
17	42961028	9864
17	42961029	9864
17	42961030	9864
17	42961031	9864
17	42961032	9864
17	42961033	9864
17	42961034	9864
17	42961035	9864
17	42961036	9864
17	42961037	9864
17	42961038	9864
17	42961039	9864
17	42961040	9864
17	42961041	9864
17	42961042	9864
17	42961043	9864
17	42961044	9864
17	42961045	9864
17	42961046	9864
17	42961047	9864
17	42961048	9864
17	42961049	9864
17	42961050	9864
17	42961051	9864
17	42961052	9864
17	42961053	9864
17	42961054	9863
17	42961055	9862
17	42961056	4936
17	42961057	4933
17	42961058	4933
17	42961059	4933
17	42961060	4933
17	42961061	4933
17	42962495	5861
17	42962496	11702
17	42962497	11702
17	42962498	11702
17	42962499	11702
17	42962500	11702
17	42962501	11702
17	42962502	11703
17	42962503	11703
17	42962504	11703
17	42962505	11703
17	42962506	11703
17	42962507	11703
17	42962508	11703
17	42962509	11703
17	42962510	11703
17	42962511	11703
17	42962512	11703
17	42962513	11703
17	42962514	11703
17	42962515	11703
17	42962516	11703
17	42962517	11703
17	42962518	11703
17	42962519	11703
17	42962520	11703
17	42962521	11703
17	42962522	11703
17	42962523	11703
17	42962524	11703
17	42962525	11703
17	42962526	11703
17	42962527	11703
17	42962528	11703
17	42962529	11703
17	42962530	11703
17	42962531	11703
17	42962532	11703
17	42962533	11703
17	42962534	11703
17	42962535	11703
17	42962536	11703
17	42962537	11703
17	42962538	11703
17	42962539	11703
17	42962540	11703
17	42962541	11703
17	42962542	11703
17	42962543	11703
17	42962544	11703
17	42962545	11703
17	42962546	11703
17	42962547	11703
17	42962548	11703
17	42962549	11703
17	42962550	11703
17	42962551	11703
17	42962552	11703
17	42962553	11703
17	42962554	11703
17	42962555	11703
17	42962556	11703
17	42962557	11703
17	42962558	11703
17	42962559	11703
17	42962560	11703
17	42962561	11703
17	42962562	11703
17	42962563	11703
17	42962564	11703
17	42962565	11703
17	42962566	11703
17	42962567	11703
17	42962568	11703
17	42962569	11703
17	42962570	11703
17	42962571	11703
17	42962572	11703
17	42962573	11703
17	42962574	11703
17	42962575	11703
17	42962576	11703
17	42962577	11703
17	42962578	11703
17	42962579	11703
17	42962580	11703
17	42962581	11703
17	42962582	11703
17	42962583	11703
17	42962584	11703
17	42962585	11703
17	42962586	11703
17	42962587	11703
17	42962588	11703
17	42962589	11703
17	42962590	11703
17	42962591	11703
17	42962592	11703
17	42962593	11703
17	42962594	11703
17	42962595	11703
17	42962596	11703
17	42962597	11703
17	42962598	11701
17	42962599	11701
17	42962600	11701
17	42962601	11701
17	42962602	11701
17	42962603	11701
17	42962604	11701
17	42962605	11701
17	42962606	11701
17	42962607	11701
17	42962608	11701
17	42962609	11701
17	42962610	11701
17	42962611	11701
17	42962612	11701
17	42962613	5861
17	42962614	5849
17	42962615	5849
17	42962616	5849
17	42962617	5849
17	42962618	5849
17	42962619	5849
17	42962620	5849
17	42962704	14381
17	42962705	14381
17	42962706	14381
17	42962707	14385
17	42962708	14385
17	42962709	14385
17	42962710	14396
17	42962711	14459
17	42962712	14465
17	42962713	14465
17	42962714	14465
17	42962715	14465
17	42962716	14465
17	42962717	14465
17	42962718	14465
17	42962719	14465
17	42962720	14465
17	42962721	14465
17	42962722	14465
17	42962723	14465
17	42962724	14465
17	42962725	14465
17	42962726	14465
17	42962727	14465
17	42962728	14465
17	42962729	14465
17	42962730	14465
17	42962731	14465
17	42962732	14465
17	42962733	14465
17	42962734	14465
17	42962735	14465
17	42962736	14465
17	42962737	14465
17	42962738	14465
17	42962739	14465
17	42962740	14465
17	42962741	14465
17	42962742	14465
17	42962743	14465
17	42962744	14465
17	42962745	14465
17	42962746	14465
17	42962747	14465
17	42962748	14465
17	42962749	14465
17	42962750	14465
17	42962751	14465
17	42962752	14465
17	42962753	14465
17	42962754	14465
17	42962755	14465
17	42962756	14465
17	42962757	14465
17	42962758	14465
17	42962759	14465
17	42962760	14465
17	42962761	14465
17	42962762	14465
17	42962763	14465
17	42962764	14465
17	42962765	14465
17	42962766	14465
17	42962767	14465
17	42962768	14465
17	42962769	14465
17	42962770	14465
17	42962771	14465
17	42962772	14465
17	42962773	14465
17	42962774	14465
17	42962775	14465
17	42962776	14465
17	42962777	14465
17	42962778	14465
17	42962779	14465
17	42962780	14465
17	42962781	14465
17	42962782	14465
17	42962783	14465
17	42962784	14465
17	42962785	14465
17	42962786	14465
17	42962787	14465
17	42962788	14465
17	42962789	14465
17	42962790	14465
17	42962791	14465
17	42962792	14465
17	42962793	14465
17	42962794	14465
17	42962795	14465
17	42962796	14465
17	42962797	14465
17	42962798	14465
17	42962799	14464
17	42962800	14464
17	42962801	14464
17	42962802	14464
17	42962803	14464
17	42962804	14464
17	42962805	14463
17	42962806	14463
17	42962807	14463
17	42962808	14463
17	42962809	14463
17	42962810	14463
17	42962811	14463
17	42962812	14463
17	42962813	14462
17	42962814	14461
17	42962815	14461
17	42962816	14461
17	42963925	12803
17	42963926	12803
17	42963927	12803
17	42963928	12803
17	42963929	12803
17	42963930	12803
17	42963931	12803
17	42963932	12803
17	42963933	12803
17	42963934	12803
17	42963935	12803
17	42963936	12803
17	42963937	12803
17	42963938	12803
17	42963939	12803
17	42963940	12803
17	42963941	12803
17	42963942	12803
17	42963943	12803
17	42963944	12803
17	42963945	12803
17	42963946	12803
17	42963947	12803
17	42963948	12803
17	42963949	12803
17	42963950	12803
17	42963951	12803
17	42963952	12803
17	42963953	12803
17	42963954	12803
17	42963955	12803
17	42963956	12803
17	42963957	12803
17	42963958	12803
17	42963959	12803
17	42963960	12803
17	42963961	12803
17	42963962	12803
17	42963963	12803
17	42963964	12803
17	42963965	12803
17	42963966	12803
17	42963967	12803
17	42963968	12803
17	42963969	12803
17	42963970	12803
17	42963971	12803
17	42963972	12803
17	42963973	12803
17	42963974	12803
17	42963975	12803
17	42963976	12803
17	42963977	12803
17	42963978	12803
17	42963979	12803
17	42963980	12803
17	42963981	12803
17	42963982	12803
17	42963983	12803
17	42963984	12803
17	42963985	12803
17	42963986	12803
17	42963987	12803
17	42963988	12803
17	42963989	12803
17	42963990	12803
17	42963991	12803
17	42963992	12803
17	42963993	12803
17	42963994	12803
17	42963995	12803
17	42963996	12803
17	42963997	12803
17	42963998	12803
17	42963999	12803
17	42964000	12803
17	42964001	12803
17	42964002	12803
17	42964003	12803
17	42964004	12803
17	42964005	12803
17	42964006	12803
17	42964007	12803
17	42964008	12803
17	42964009	12803
17	42964010	12803
17	42964011	12803
17	42964012	12803
17	42964013	12803
17	42964014	12803
17	42964015	12803
17	42964016	12803
17	42964017	12803
17	42964018	12803
17	42964019	12803
17	42964020	12803
17	42964021	12803
17	42964091	14983
17	42964092	14983
17	42964093	14983
17	42964094	14983
17	42964095	14983
17	42964096	14983
17	42964097	14983
17	42964098	14983
17	42964099	14983
17	42964100	14983
17	42964101	14983
17	42964102	14983
17	42964103	14983
17	42964104	14983
17	42964105	14983
17	42964106	14983
17	42964107	14983
17	42964108	14983
17	42964109	14983
17	42964110	14983
17	42964111	14983
17	42964112	14983
17	42964113	14983
17	42964114	14983
17	42964115	14983
17	42964116	14983
17	42964117	14983
17	42964118	14983
17	42964119	14983
17	42964120	14983
17	42964121	14983
17	42964122	14983
17	42964123	14983
17	42964124	14983
17	42964125	14983
17	42964126	14983
17	42964127	14983
17	42964128	14983
17	42964129	14983
17	42964130	14983
17	42964131	14983
17	42964132	14983
17	42964133	14983
17	42964134	14983
17	42964135	14983
17	42964136	14983
17	42964137	14983
17	42964138	14983
17	42964139	14983
17	42964140	14983
17	42964141	14983
17	42964142	14983
17	42964143	14983
17	42964144	14983
17	42964145	14983
17	42964146	14983
17	42964147	14983
17	42964148	14983
17	42964149	14983
17	42964150	14983
17	42964151	14983
17	42964152	14983
17	42964153	14983
17	42964154	14983
17	42964155	14983
17	42964156	14983
17	42964157	14983
17	42964158	14983
17	42964159	14983
17	42964160	14983
17	42964161	14983
17	42964162	14983
17	42964163	14983
17	42964164	14983
17	42964165	14983
17	42964166	14983
17	42964167	14983
17	42964168	14983
17	42964169	14983
17	42964170	14983
17	42964171	14982
17	42964172	14982
17	42964173	14982
17	42964174	14982
17	42964175	14982
17	42964176	14982
17	42964177	14982
17	42964178	14982
17	42964179	14982
17	42964180	14982
17	42964181	14982
17	42964182	14982
17	42964183	14982
17	42964184	14982
17	42964185	14981
17	42964186	14981
17	42964187	14981
17	42964188	14981
